config_name,alpha,phi,n_domains
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-245.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-246.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-247.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-248.txt.gz,1.1,0.12,67.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-249.txt.gz,1.1,0.12,65.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-25.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-250.txt.gz,1.1,0.12,76.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-251.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-252.txt.gz,1.1,0.12,67.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-253.txt.gz,1.1,0.12,55.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-254.txt.gz,1.1,0.12,70.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-255.txt.gz,1.1,0.12,55.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-256.txt.gz,1.1,0.12,69.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-257.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-258.txt.gz,1.1,0.12,47.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-259.txt.gz,1.1,0.12,52.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-26.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-260.txt.gz,1.1,0.12,56.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-261.txt.gz,1.1,0.12,67.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-262.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-263.txt.gz,1.1,0.12,54.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-264.txt.gz,1.1,0.12,84.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-265.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-266.txt.gz,1.1,0.12,59.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-267.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-268.txt.gz,1.1,0.12,59.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-269.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-27.txt.gz,1.1,0.12,57.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-270.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-271.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-272.txt.gz,1.1,0.12,65.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-273.txt.gz,1.1,0.12,51.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-274.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-275.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-276.txt.gz,1.1,0.12,49.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-277.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-278.txt.gz,1.1,0.12,55.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-279.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-28.txt.gz,1.1,0.12,67.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-280.txt.gz,1.1,0.12,51.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-281.txt.gz,1.1,0.12,78.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-282.txt.gz,1.1,0.12,55.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-283.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-284.txt.gz,1.1,0.12,56.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-285.txt.gz,1.1,0.12,53.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-286.txt.gz,1.1,0.12,46.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-287.txt.gz,1.1,0.12,58.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-288.txt.gz,1.1,0.12,58.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-289.txt.gz,1.1,0.12,59.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-29.txt.gz,1.1,0.12,65.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-290.txt.gz,1.1,0.12,55.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-291.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-292.txt.gz,1.1,0.12,69.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-293.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-294.txt.gz,1.1,0.12,39.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-295.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-296.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-297.txt.gz,1.1,0.12,75.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-298.txt.gz,1.1,0.12,73.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-299.txt.gz,1.1,0.12,68.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-3.txt.gz,1.1,0.12,74.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-30.txt.gz,1.1,0.12,71.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-300.txt.gz,1.1,0.12,78.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-301.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-302.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-303.txt.gz,1.1,0.12,47.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-304.txt.gz,1.1,0.12,48.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-305.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-306.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-307.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-308.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-309.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-31.txt.gz,1.1,0.12,58.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-310.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-311.txt.gz,1.1,0.12,71.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-312.txt.gz,1.1,0.12,71.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-313.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-314.txt.gz,1.1,0.12,82.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-315.txt.gz,1.1,0.12,75.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-316.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-317.txt.gz,1.1,0.12,52.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-318.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-319.txt.gz,1.1,0.12,57.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-32.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-320.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-321.txt.gz,1.1,0.12,55.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-322.txt.gz,1.1,0.12,73.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-323.txt.gz,1.1,0.12,43.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-324.txt.gz,1.1,0.12,73.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-325.txt.gz,1.1,0.12,65.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-326.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-327.txt.gz,1.1,0.12,68.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-328.txt.gz,1.1,0.12,75.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-329.txt.gz,1.1,0.12,68.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-33.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-330.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-331.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-332.txt.gz,1.1,0.12,44.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-333.txt.gz,1.1,0.12,50.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-334.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-335.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-336.txt.gz,1.1,0.12,55.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-337.txt.gz,1.1,0.12,70.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-338.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-339.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-34.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-340.txt.gz,1.1,0.12,68.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-341.txt.gz,1.1,0.12,70.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-342.txt.gz,1.1,0.12,56.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-343.txt.gz,1.1,0.12,46.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-344.txt.gz,1.1,0.12,65.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-345.txt.gz,1.1,0.12,56.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-346.txt.gz,1.1,0.12,68.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-347.txt.gz,1.1,0.12,58.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-348.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-349.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-35.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-350.txt.gz,1.1,0.12,58.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-351.txt.gz,1.1,0.12,67.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-352.txt.gz,1.1,0.12,54.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-353.txt.gz,1.1,0.12,55.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-354.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-355.txt.gz,1.1,0.12,59.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-356.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-357.txt.gz,1.1,0.12,70.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-358.txt.gz,1.1,0.12,74.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-359.txt.gz,1.1,0.12,46.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-36.txt.gz,1.1,0.12,71.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-360.txt.gz,1.1,0.12,75.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-361.txt.gz,1.1,0.12,46.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-362.txt.gz,1.1,0.12,68.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-363.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-364.txt.gz,1.1,0.12,46.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-365.txt.gz,1.1,0.12,89.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-366.txt.gz,1.1,0.12,53.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-367.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-368.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-369.txt.gz,1.1,0.12,70.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-37.txt.gz,1.1,0.12,58.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-370.txt.gz,1.1,0.12,60.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-371.txt.gz,1.1,0.12,47.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-372.txt.gz,1.1,0.12,48.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-373.txt.gz,1.1,0.12,78.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-374.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-375.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-376.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-377.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-378.txt.gz,1.1,0.12,56.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-379.txt.gz,1.1,0.12,57.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-38.txt.gz,1.1,0.12,77.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-380.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-381.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-382.txt.gz,1.1,0.12,59.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-383.txt.gz,1.1,0.12,65.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-384.txt.gz,1.1,0.12,62.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-385.txt.gz,1.1,0.12,73.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-386.txt.gz,1.1,0.12,51.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-387.txt.gz,1.1,0.12,53.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-388.txt.gz,1.1,0.12,59.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-389.txt.gz,1.1,0.12,66.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-39.txt.gz,1.1,0.12,52.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-390.txt.gz,1.1,0.12,72.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-391.txt.gz,1.1,0.12,44.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-392.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-393.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-394.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-395.txt.gz,1.1,0.12,64.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-396.txt.gz,1.1,0.12,76.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-397.txt.gz,1.1,0.12,63.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-398.txt.gz,1.1,0.12,75.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-399.txt.gz,1.1,0.12,83.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-4.txt.gz,1.1,0.12,56.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-40.txt.gz,1.1,0.12,58.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-400.txt.gz,1.1,0.12,67.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-401.txt.gz,1.1,0.12,57.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-402.txt.gz,1.1,0.12,70.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-403.txt.gz,1.1,0.12,54.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-404.txt.gz,1.1,0.12,76.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-405.txt.gz,1.1,0.12,53.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-406.txt.gz,1.1,0.12,78.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-407.txt.gz,1.1,0.12,69.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-408.txt.gz,1.1,0.12,57.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-409.txt.gz,1.1,0.12,69.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-41.txt.gz,1.1,0.12,44.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-410.txt.gz,1.1,0.12,61.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-411.txt.gz,1.1,0.12,70.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-412.txt.gz,1.1,0.12,50.0
SRRW-MARCELO-L=130-N=280112-phi=0.12-alpha=1.1-bmax=20-r=0.49-ru=10/config-413.txt.gz,1.1,0.12,65.0
