"id","frame","x [nm]","y [nm]","sigmax [nm]","sigmay [nm]","intensity [photon]","offset [photon]","uncertainty [nm]","centroid [nm]","bgstd","z [nm]","z uncertainty","ydif","centroid2","fwhm0","fwhm1"
123122.0,18931.0,9554.731900956545,16512.39530539432,159.11,159.11,1497.2,242.76,17.909,698.58,0.0,-92.0,163.44,-0.40887,700.35,514.27,454.54
123151.0,18942.0,9311.913818731777,6607.64394376074,112.23,112.23,464.46,183.86,25.454,694.39,0.0,162.0,231.83,1.2024,696.11,266.05,366.06
123152.0,18942.0,12763.813818731776,7366.343943760739,146.25,146.25,967.6,185.66,18.709,695.34,0.0,-118.0,170.77,-0.54713,697.7,462.16,390.88
123160.0,18944.0,12690.810563245457,12279.452800554443,150.94,150.94,1312.2,235.79,17.367,694.75,0.0,-162.0,158.61,0.51246,697.1,445.36,351.46
123169.0,18946.0,12725.807317657142,12283.461661485064,171.9,171.9,2251.8,162.13,13.578,693.82,0.0,3.0,123.8,0.0081149,696.17,383.52,401.01
123185.0,18950.0,6940.700856163474,6832.779395752455,337.9,337.9,3363.4,145.38,34.916,693.39,0.0,-242.0,318.75,-1.255,694.66,681.43,481.48
123231.0,18956.0,12666.791238089017,12654.506028151607,728.1,728.1,31540.0,253.27,18.785,696.4,0.0,-471.0,172.03,2.5151,698.75,758.27,447.61
123250.0,18959.0,12542.786462406333,13010.519358291886,380.95,380.95,10668.0,241.11,15.197,698.38,0.0,-190.0,138.87,-1.1121,700.7,577.25,437.17
123263.0,18962.0,9510.881708947605,16547.532697720773,160.61,160.61,1936.1,222.23,13.995,697.84,0.0,-110.0,127.78,-0.2774,699.6,493.94,423.72
123275.0,18965.0,12347.776977703516,10462.546046434385,324.01,324.01,3051.7,224.53,35.358,700.49,0.0,22.0,322.35,-0.29422,702.77,509.99,551.71
123279.0,18966.0,9587.975405557132,16522.550498068187,135.64,135.64,1214.0,137.88,15.329,695.46,0.0,336.0,139.23,-0.69912,697.23,393.62,680.16
123292.0,18969.0,9576.170703918086,16507.563859155376,164.55,164.55,1332.7,227.37,21.416,698.85,0.0,164.0,195.01,-1.0885,700.61,408.64,564.24
123297.0,18970.0,9582.26914163729,16560.568314912547,142.68,142.68,1555.4,187.62,15.193,698.06,0.0,-16.0,138.55,-0.26268,699.83,344.12,347.66
123306.0,18973.0,10686.764469586735,11686.581688366394,95.569,95.569,366.91,267.18,25.598,699.89,0.0,-254.0,233.81,-1.5973,701.87,821.78,572.1
123311.0,18975.0,3055.261367209444,10074.590609152781,203.3,203.3,2499.1,232.5,17.295,694.59,0.0,-29.0,157.75,1.1607,695.15,466.8,460.34
123317.0,18975.0,9509.761367209445,16562.590609152783,159.75,159.75,1303.7,225.77,20.686,696.41,0.0,144.0,188.38,-2.0414,698.16,288.17,385.54
123327.0,18977.0,12572.758274687396,17769.59953405822,135.13,135.13,856.07,0.1,21.986,700.09,0.0,174.0,200.19,2.4977,702.41,474.12,664.67
123335.0,18979.0,9564.455192017836,16531.608463081553,164.71,164.71,1807.4,237.47,15.143,697.36,0.0,398.0,137.44,-0.2821,699.13,279.55,510.76
123341.0,18980.0,7687.153654376873,15022.61292913707,148.04,148.04,965.41,246.79,20.12,693.56,0.0,-116.0,183.64,0.12741,694.98,689.39,585.3
123384.0,18987.0,11572.742959809279,13860.644220330787,198.83,198.83,1074.1,260.37,35.282,697.71,0.0,-279.0,322.15,-0.35459,699.85,720.35,487.44
123385.0,18987.0,9582.44295980928,16533.644220330785,153.17,153.17,1985.5,244.94,14.903,693.26,0.0,-86.0,136.02,-0.54619,695.03,299.85,267.93
123393.0,18989.0,5381.139926360771,10714.653169926309,120.71,120.71,829.13,179.02,15.417,702.48,0.0,-219.0,140.92,-0.30758,703.47,420.58,306.24
123396.0,18990.0,5418.338413325166,8749.257646265758,266.88,266.88,3517.9,231.74,17.306,702.25,0.0,231.0,157.43,0.35616,703.24,380.55,579.96
123399.0,18990.0,7797.5384133251655,16767.657646265754,321.56,321.56,3930.7,214.35,26.144,696.1,0.0,63.0,238.28,0.052446,697.54,475.87,554.49
123402.0,18991.0,10970.736902748198,9941.062123632804,259.6,259.6,2394.2,267.93,31.663,698.19,0.0,216.0,288.36,2.9783,700.22,606.85,906.34
123411.0,18992.0,12571.735394629524,17522.66660202731,155.18,155.18,3529.1,254.03,7.4846,694.65,0.0,122.0,68.049,-0.025793,696.97,380.41,490.29
123413.0,18993.0,4720.333888968803,10412.67108144913,330.07,330.07,3600.2,24.689,35.505,702.13,0.0,-36.0,323.79,-2.4194,703.0,425.74,415.2
123416.0,18993.0,11053.733888968802,13406.67108144913,202.03,202.03,2859.1,260.96,18.838,698.97,0.0,-9.0,171.78,0.1398,701.01,486.74,497.54
123427.0,18994.0,7727.6323857656835,16854.675561898115,101.57,101.57,359.89,239.67,27.763,696.32,0.0,-39.0,253.2,-0.61426,697.75,455.61,442.11
123437.0,18996.0,4736.92938673088,10067.384525877016,111.39,111.39,536.64,229.72,21.197,697.42,0.0,-57.0,193.36,-0.19094,698.28,343.14,322.44
123446.0,18997.0,9519.327890898507,16577.68900940664,192.8,192.8,2410.8,244.66,16.615,695.22,0.0,-16.0,151.52,0.36161,696.98,546.99,552.17
123455.0,18999.0,8660.924906602091,11854.697979545526,222.51,222.51,1890.3,253.5,26.532,693.36,0.0,-136.0,242.13,0.26135,694.96,641.67,527.88
123466.0,19001.0,4753.121932127817,10064.906953789623,133.84,133.84,1329.9,238.24,13.573,702.23,0.0,59.0,123.66,0.079675,703.1,449.13,519.32
123472.0,19002.0,5254.720448573122,8744.111442450765,196.14,196.14,2759.5,244.61,15.953,698.79,0.0,180.0,145.17,0.40791,699.76,326.79,462.3
123474.0,19002.0,4789.420448573122,10045.811442450766,131.61,131.61,752.77,249.18,22.855,694.77,0.0,-378.0,208.99,0.48059,695.65,663.01,410.97
123481.0,19003.0,9541.718967472929,16571.71593213778,149.33,149.33,1482.1,235.84,13.2,695.42,0.0,107.0,120.18,-0.65471,697.19,411.46,517.13
123487.0,19005.0,13294.716012634666,11806.724914588845,330.4,330.4,4964.3,213.7,24.052,701.4,0.0,71.0,219.19,0.4299,703.86,499.1,589.09
123516.0,19009.0,3205.110132396986,11486.742891795093,218.51,218.51,1263.6,231.21,33.993,701.41,0.0,-188.0,310.25,0.28592,701.99,552.56,419.78
123522.0,19010.0,8327.008668468647,14856.747388659169,236.55,236.55,2085.2,281.2,25.884,694.86,0.0,78.0,235.89,-3.6818,696.39,460.51,550.12
123531.0,19012.0,4749.205747966854,9976.756385461336,140.94,140.94,613.6,218.22,25.241,693.57,0.0,-57.0,230.24,0.73512,694.44,590.88,555.29
123532.0,19012.0,9581.705747966855,12087.756385461336,287.77,287.77,2396.1,272.74,34.113,694.04,0.0,438.0,310.34,-1.2474,695.81,683.59,1285.0
123539.0,19013.0,4748.6042913927095,9970.760885399135,141.96,141.96,678.2,229.86,29.787,701.58,0.0,-243.0,271.99,0.45388,702.45,636.21,449.04
123552.0,19015.0,4761.101385596201,10012.46988834745,191.29,191.29,1382.7,230.65,25.82,696.88,0.0,-193.0,235.73,-7.6744E-5,697.75,456.11,343.87
123565.0,19017.0,9637.59848959977,12229.778895391755,327.94,327.94,4234.4,240.55,24.027,698.45,0.0,-132.0,219.28,-0.6294,700.23,662.14,547.4
123576.0,19019.0,9615.795603400655,12276.787906530895,372.54,372.54,7509.5,255.12,21.567,699.45,0.0,-197.0,196.96,-1.3826,701.23,792.52,594.55
123587.0,19021.0,11843.692726996094,11102.796921763722,161.33,161.33,647.1,222.5,42.851,698.84,0.0,66.0,390.61,0.7622,701.03,502.38,588.24
123610.0,19026.0,6113.985578817795,9369.519477748096,274.44,274.44,2132.3,239.43,31.189,695.81,0.0,292.0,283.91,0.26609,696.93,520.71,857.46
123635.0,19031.0,10743.678491795143,9695.642059292777,110.6,110.6,943.08,255.55,15.212,695.55,0.0,-7.0,138.72,0.069003,697.53,452.71,465.09
123655.0,19035.0,12646.672866180128,9821.660142919844,355.73,355.73,5209.6,62.921,25.078,698.07,0.0,17.0,228.63,1.162,700.41,497.03,532.59
123686.0,19042.0,11442.663115400801,9116.791828574605,348.16,348.16,4890.8,235.33,22.308,699.13,0.0,209.0,203.07,2.5576,701.25,371.86,549.85
123697.0,19045.0,12711.658973112906,12385.905423445412,170.7,170.7,2321.1,226.94,13.008,693.98,0.0,98.0,118.45,-0.064444,696.33,339.63,420.69
123706.0,19049.0,3997.253484216218,7965.523564214591,263.57,263.57,2866.9,217.34,19.241,699.18,0.0,-59.0,175.53,-0.34595,699.91,480.21,449.23
123708.0,19050.0,3977.752118088647,8018.628101954988,360.43,360.43,5777.8,191.39,19.515,695.47,0.0,-13.0,177.96,-0.42015,696.2,472.83,480.61
123713.0,19051.0,3918.550754399026,7936.832640714341,199.83,199.83,2130.6,227.81,16.961,701.83,0.0,-279.0,155.09,-0.02604,702.55,426.47,288.57
123733.0,19056.0,12684.643972508116,12336.955349790367,162.82,162.82,1731.1,238.97,15.183,697.62,0.0,-111.0,138.61,0.03566,699.97,441.3,377.75
123751.0,19063.0,10873.634580158221,12559.987185252507,293.71,293.71,3370.6,263.3,29.468,694.51,0.0,-157.0,268.93,-1.7264,696.52,730.12,581.03
123763.0,19065.0,9328.931918536065,16809.99629025472,246.53,246.53,2307.6,0.10001,25.165,698.39,0.0,259.0,229.04,-2.3831,700.11,522.54,826.67
123766.0,19067.0,1047.909266645025,2588.2053993240947,150.46,150.46,1058.0,186.91,18.277,699.57,0.0,-119.0,166.84,0.11837,699.75,472.7,399.57
123771.0,19067.0,5706.729266645025,13546.005399324094,262.56,262.56,2603.5,247.77,26.426,694.73,0.0,-13.0,240.97,0.11221,695.78,503.06,511.41
123775.0,19068.0,10379.62794434781,12314.009955383612,128.02,128.02,617.31,255.03,35.205,694.05,0.0,-117.0,321.18,-0.14572,695.97,3394.3,2878.3
123782.0,19069.0,5662.026624482339,13635.014512459487,116.7,116.7,755.7,201.91,24.057,693.46,0.0,-1.0,219.35,0.14778,694.5,633.82,658.36
123786.0,19071.0,9478.323992045252,9774.023629659743,206.41,206.41,2964.9,251.81,14.747,698.71,0.0,-215.0,134.81,-0.1983,700.46,534.37,391.07
123799.0,19075.0,12758.618756336835,12495.041876250227,489.14,489.14,11524.0,0.67438,23.491,693.33,0.0,94.0,214.04,-3.5397,695.69,898.79,1104.9
123808.0,19077.0,3154.1161530599884,8806.351005638151,179.5,179.5,1050.4,6.2495,29.642,700.54,0.0,-30.0,270.32,0.36661,701.11,610.12,600.72
123817.0,19079.0,3203.8135594977052,8774.760139086327,144.25,144.25,737.33,205.29,26.239,701.66,0.0,-112.0,239.42,0.37213,702.25,602.1,514.7
123823.0,19080.0,7153.812266358664,6676.564707332649,181.53,181.53,1453.6,184.1,20.738,696.29,0.0,70.0,188.98,0.53125,697.6,405.31,477.61
123828.0,19081.0,3188.010975647228,8771.8692765936,127.46,127.46,654.44,221.65,25.814,699.46,0.0,162.0,235.11,-0.034842,700.04,382.29,525.98
123830.0,19081.0,4776.310975647229,10627.0692765936,144.78,144.78,955.14,245.06,22.088,693.5,0.0,-184.0,201.69,0.14868,694.38,583.81,446.07
123836.0,19082.0,11420.609687363054,10026.573846869036,1129.1,1129.1,122970.0,257.79,11.628,700.06,0.0,561.0,105.13,2.7716,702.17,250.83,500.49
123843.0,19083.0,9973.408401505798,15133.078418158817,130.33,130.33,1165.3,262.82,14.507,699.29,0.0,-75.0,132.39,0.032129,701.13,382.22,347.97
123856.0,19086.0,6082.804558492079,13444.092138112768,138.86,138.86,964.68,259.72,20.562,693.64,0.0,18.0,187.45,0.49628,694.76,473.55,508.97
123865.0,19088.0,11229.602008611198,10029.301289817804,317.96,317.96,4538.8,252.29,33.119,695.35,0.0,216.0,301.63,1.5039,697.43,2706.5,4042.9
123869.0,19088.0,6102.902008611197,13459.101289817803,280.83,280.83,2913.4,261.65,28.069,694.96,0.0,160.0,255.67,0.7387,696.08,509.91,699.17
123878.0,19090.0,10217.599468429707,9738.31044557675,110.21,110.21,371.95,152.65,33.719,695.07,0.0,102.0,307.29,1.6448,696.95,486.28,606.5
123879.0,19090.0,5805.499468429707,10438.110445576749,144.86,144.86,1756.8,232.01,11.459,701.41,0.0,587.0,103.55,0.3522,702.48,339.11,681.61
123883.0,19091.0,5790.698201975372,10429.115024976076,137.82,137.82,1187.3,98.631,12.855,694.94,0.0,366.0,116.62,1.3821,696.0,444.47,790.45
123886.0,19092.0,7672.096937944851,1342.5196053884501,146.31,146.31,744.63,156.45,18.101,698.68,0.0,-71.0,165.16,-0.73565,700.09,430.94,395.18
123891.0,19093.0,5834.095676337798,10408.124186813726,161.78,161.78,1455.2,253.82,17.297,699.28,0.0,49.0,157.63,-0.028021,700.35,357.63,406.38
123899.0,19094.0,5846.394417153871,10465.128769251756,158.98,158.98,2117.2,237.48,12.501,700.47,0.0,20.0,113.95,-0.59059,701.54,390.13,420.53
123901.0,19094.0,10448.594417153869,13995.128769251756,128.99,128.99,837.82,113.8,21.359,694.18,0.0,165.0,194.49,1.7826,696.12,337.1,466.33
123920.0,19099.0,11279.588157569018,14053.15169662822,162.03,162.03,1108.2,257.88,25.921,701.52,0.0,-90.0,236.49,0.10705,703.61,447.23,396.76
123923.0,19100.0,11445.586912916595,14022.156285139765,264.04,264.04,2710.6,254.62,29.5,695.16,0.0,123.0,268.79,0.21121,697.28,297.11,383.89
123930.0,19101.0,11305.585670684879,14020.160874663059,189.52,189.52,1573.2,261.11,23.83,701.26,0.0,207.0,216.95,0.24625,703.35,318.8,469.87
123954.0,19107.0,12548.578268110195,10126.688433041461,140.62,140.62,880.0,210.92,21.519,697.99,0.0,469.0,195.46,0.14165,700.31,486.46,931.95
123962.0,19108.0,9863.3770428138,14876.193029642956,137.5,137.5,2849.8,271.04,7.2526,701.8,0.0,97.0,65.974,-0.3028,703.63,349.03,431.08
123982.0,19111.0,8463.173381430941,15061.206825510435,132.79,132.79,984.08,252.21,17.882,701.56,0.0,-160.0,163.3,-0.52692,703.12,313.54,248.32
123988.0,19113.0,9372.670952594195,9451.716027806477,131.08,131.08,1366.3,26.328,17.693,693.66,0.0,4.0,161.32,-0.52802,695.39,576.45,603.61
124023.0,19120.0,11367.562527758668,9730.3482676461,132.4,132.4,1139.5,247.15,16.226,694.53,0.0,123.0,147.76,0.86037,696.63,326.01,420.92
124026.0,19120.0,5454.162527758669,13581.2482676461,243.81,243.81,2771.8,239.2,22.174,700.16,0.0,-103.0,202.34,0.091829,701.16,552.77,479.93
124034.0,19122.0,6641.960142392303,6908.557488110805,173.32,173.32,1769.0,219.3,13.812,701.72,0.0,91.0,125.79,0.29268,702.94,509.9,623.12
124041.0,19122.0,13923.560142392304,16734.257488110805,220.2,220.2,1253.6,236.83,42.146,693.82,0.0,-418.0,384.95,-0.45066,696.39,594.1,359.13
124055.0,19126.0,11123.555400614312,13716.27594114199,179.32,179.32,5561.4,195.13,9.488,699.36,0.0,-7.0,86.522,0.10879,701.41,473.28,485.58
124084.0,19133.0,5571.247195341748,13605.308272749056,270.51,270.51,2519.4,250.47,27.149,702.36,0.0,-222.0,247.9,-0.0070542,703.38,642.2,465.45
124104.0,19137.0,8087.7425596274525,9540.626770110095,203.97,203.97,1156.7,234.03,28.75,701.66,0.0,-148.0,262.38,1.4589,703.15,641.28,517.47
124110.0,19138.0,11268.541406719623,14078.331396966754,79.834,79.834,444.74,265.52,12.926,702.49,0.0,165.0,117.59,0.048113,704.57,292.91,405.04
124113.0,19139.0,12537.540256219401,12273.336024829689,173.21,173.21,1463.4,233.73,21.066,694.94,0.0,-10.0,192.09,-0.20134,697.26,449.6,459.37
124135.0,19143.0,11235.535678287692,14057.354546341248,140.58,140.58,1716.5,288.94,9.5576,701.29,0.0,255.0,86.739,-0.50603,703.37,329.02,517.76
124140.0,19144.0,5297.534539820336,6663.559179233376,267.79,267.79,3875.7,156.95,21.267,694.65,0.0,-163.0,194.17,0.41441,695.62,610.86,481.72
124144.0,19144.0,5427.134539820337,13863.359179233377,252.68,252.68,2688.3,241.98,24.139,694.33,0.0,-135.0,220.31,-0.87926,695.33,548.8,451.94
124154.0,19145.0,5526.33340375852,13848.363813130913,226.94,226.94,2840.1,17.545,20.584,696.74,0.0,-173.0,187.96,-0.95291,697.75,634.02,492.16
124158.0,19146.0,4528.032270101896,9337.76844803371,151.78,151.78,2444.6,240.67,10.784,700.77,0.0,-103.0,98.491,0.75101,701.59,438.86,380.55
124159.0,19146.0,5454.232270101896,13914.36844803371,215.18,215.18,2016.1,231.18,23.828,696.45,0.0,69.0,217.15,-0.58357,697.45,419.75,493.66
124166.0,19148.0,10467.530010002856,8921.877720854522,394.53,394.53,5186.4,254.84,34.248,695.09,0.0,-57.0,312.36,-0.37487,697.02,382.79,359.33
124168.0,19148.0,4515.730010002853,9317.67772085452,190.75,190.75,1451.9,229.32,20.735,702.6,0.0,-126.0,189.26,1.4482,703.43,493.25,412.02
124173.0,19149.0,5559.328883559744,6642.682358772243,260.5,260.5,2946.5,216.58,26.765,693.23,0.0,-152.0,244.28,0.54775,694.25,509.55,408.63
124174.0,19149.0,10481.528883559744,8834.982358772242,512.81,512.81,9856.9,279.76,29.262,695.26,0.0,-424.0,267.48,0.30076,697.19,616.57,371.6
124176.0,19149.0,2675.428883559745,11254.382358772242,946.82,946.82,111030.0,225.48,9.6366,697.14,0.0,-434.0,88.558,2.6707,697.63,222.65,133.49
124179.0,19150.0,10959.527759520448,8919.686997694651,948.11,948.11,131430.0,190.75,9.1976,693.7,0.0,-362.0,84.44,-0.42667,695.72,709.58,444.83
124183.0,19151.0,10296.526637884625,8923.691637621603,248.79,248.79,1811.3,247.19,36.085,701.03,0.0,-102.0,329.18,-0.89556,702.93,491.58,427.59
124198.0,19153.0,6181.524401822007,14847.400920488557,129.17,129.17,778.19,240.36,21.166,698.83,0.0,241.0,192.61,-0.74093,699.97,389.92,602.87
124200.0,19155.0,5527.222175369132,6776.010207371952,368.92,368.92,6407.0,0.10002,28.343,696.49,0.0,39.0,258.37,0.13854,697.51,515.02,574.68
124224.0,19161.0,8111.4155536413755,16990.438092109245,576.42,576.42,24331.0,233.63,13.76,696.03,0.0,-212.0,125.8,0.072002,697.53,560.58,411.77
124225.0,19162.0,5348.014458420966,6795.54274307665,259.7,259.7,2269.9,193.97,26.544,698.37,0.0,456.0,241.3,0.091488,699.36,208.39,396.32
124240.0,19165.0,9247.011187154349,12241.45670199517,1130.2,1130.2,200850.0,253.36,7.8019,702.24,0.0,-313.0,71.636,-0.38609,703.95,780.65,510.33
124257.0,19169.0,6118.906859040087,11896.475327919188,210.24,210.24,1460.0,242.91,26.15,698.4,0.0,-10.0,238.45,0.0055267,699.52,472.18,481.85
124267.0,19172.0,12411.503638123246,10403.48930788165,147.23,147.23,842.91,242.59,25.057,696.9,0.0,-129.0,228.68,-0.60772,699.2,363.93,302.33
124290.0,19179.0,9164.496206490474,8040.121962835349,171.91,171.91,838.21,244.49,34.834,694.86,0.0,-30.0,317.66,0.41632,696.55,514.7,507.26
124291.0,19179.0,7187.996206490473,9313.721962835349,214.41,214.41,2172.2,259.49,22.448,699.65,0.0,-216.0,205.02,-0.66406,700.97,636.51,465.18
124302.0,19181.0,5538.594104713233,6994.33130182755,202.75,202.75,2213.8,183.76,16.979,701.51,0.0,-207.0,155.14,0.21758,702.53,594.99,439.91
124325.0,19188.0,3380.4868238473923,11613.564019795045,159.98,159.98,883.51,234.14,25.451,698.63,0.0,443.0,231.35,-0.6561,699.25,544.28,1026.5
124336.0,19191.0,11328.483739338726,9182.978056769987,283.8,283.8,3586.9,228.96,23.238,696.96,0.0,-422.0,212.55,-1.2866,699.05,668.54,403.42
124337.0,19191.0,5585.983739338725,13604.578056769988,140.35,140.35,1138.4,217.02,19.045,701.66,0.0,257.0,173.24,1.081,702.69,269.57,425.3
124353.0,19195.0,13954.479660109557,5655.196786716779,125.29,125.29,612.75,180.26,18.072,696.98,0.0,12.0,164.76,-0.29098,699.56,464.85,494.17
124363.0,19196.0,5599.478646273011,13645.60147169898,187.68,187.68,1801.7,249.29,20.44,702.2,0.0,-167.0,186.63,0.30745,703.23,524.33,410.63
124373.0,19199.0,13850.475619087647,5640.015532632483,127.18,127.18,727.42,182.43,17.252,696.13,0.0,88.0,157.16,-0.069314,698.69,313.31,381.32
124406.0,19204.0,4620.770621505605,9881.838987469355,136.75,136.75,1824.8,231.87,13.215,693.45,0.0,43.0,120.42,-0.011763,694.3,358.58,402.77
124416.0,19205.0,10556.469629145126,14096.643681427588,273.91,273.91,2702.2,294.6,33.661,696.66,0.0,-25.0,306.96,0.16703,698.61,583.88,580.4
124430.0,19207.0,7604.567651577344,13421.653072333753,404.0,404.0,5916.9,251.48,28.276,697.58,0.0,-19.0,257.85,-0.26903,698.98,591.21,594.05
124431.0,19207.0,11908.467651577343,14003.653072333753,143.47,143.47,1539.5,257.37,14.995,693.62,0.0,29.0,136.68,-0.18054,695.82,325.51,356.56
124432.0,19207.0,10574.467651577343,14136.653072333753,186.65,186.65,1400.3,0.40498,25.384,700.0,0.0,27.0,231.41,-0.87248,701.96,579.26,632.86
124439.0,19208.0,9142.666666369349,12453.6577692814,100.98,100.98,863.66,244.36,12.251,696.58,0.0,-57.0,111.79,-0.28494,698.27,285.98,268.34
124440.0,19208.0,7563.166666369348,13424.6577692814,399.73,399.73,5524.6,227.66,28.954,698.46,0.0,21.0,263.97,0.51989,699.86,569.28,614.99
124443.0,19209.0,6056.865683544825,7042.562467225232,253.14,253.14,2958.5,201.54,21.837,693.34,0.0,-88.0,199.25,0.89453,694.46,442.89,394.0
124450.0,19210.0,11309.464703103427,9526.667166165102,241.96,241.96,4162.4,226.61,15.448,702.64,0.0,33.0,140.8,0.28079,704.73,366.8,404.68
124460.0,19212.0,12598.462749368631,13771.676567032388,202.59,202.59,1351.3,217.95,33.68,700.58,0.0,441.0,306.39,-0.20452,702.91,281.48,530.44
124479.0,19215.0,5723.35983663127,13646.69067580001,166.37,166.37,1124.0,265.92,25.953,699.07,0.0,-85.0,236.78,-0.87467,700.12,450.92,403.53
124486.0,19217.0,7622.457906712225,8153.000086621205,120.42,120.42,550.27,245.57,24.373,693.9,0.0,178.0,221.95,0.58269,695.31,455.72,643.05
124488.0,19217.0,11952.457906712225,10043.200086621206,252.6,252.6,3530.9,230.56,20.865,700.21,0.0,-175.0,190.53,0.28705,702.42,430.89,333.38
124493.0,19218.0,7605.056945323427,8208.404793524203,209.2,209.2,1664.3,252.37,23.228,694.06,0.0,129.0,211.59,0.30639,695.46,515.28,671.81
124507.0,19220.0,11895.455029685556,10040.614210314288,258.94,258.94,4638.9,248.78,18.703,698.03,0.0,-69.0,170.64,0.37081,700.23,438.63,403.04
124536.0,19225.0,8810.550282223181,11055.737769689931,317.74,317.74,4085.9,257.46,23.027,699.76,0.0,80.0,209.83,-0.6786,701.39,418.58,501.97
124544.0,19227.0,2910.8483998839133,8499.547200397332,184.05,184.05,1611.8,201.32,18.223,697.83,0.0,-107.0,166.32,0.18693,698.36,400.3,345.21
124547.0,19227.0,11705.448399883913,10034.747200397333,133.7,133.7,1158.2,233.24,17.078,696.34,0.0,-279.0,156.16,0.34928,698.51,439.47,297.63
124551.0,19228.0,2913.047462279831,8609.051917241275,227.22,227.22,2479.3,185.73,18.012,701.27,0.0,-142.0,164.46,-0.056858,701.8,427.46,347.78
124553.0,19228.0,11720.447462279832,10037.651917241275,159.48,159.48,1163.2,246.75,21.53,695.18,0.0,-108.0,196.48,0.60607,697.35,355.88,305.97
124562.0,19229.0,5455.546527052325,13921.756635078518,261.27,261.27,2471.2,210.88,29.791,695.38,0.0,-75.0,271.75,-0.16809,696.38,552.84,503.56
124576.0,19231.0,11418.444663725657,9063.466073732334,291.21,291.21,4432.0,206.02,20.466,699.69,0.0,-387.0,187.22,-0.63276,701.81,551.99,340.08
124593.0,19233.0,3234.2428099011545,9970.075516357623,213.58,213.58,2690.1,201.96,22.182,693.41,0.0,-95.0,202.41,1.3123,694.0,565.0,496.73
124594.0,19233.0,11744.442809901155,10063.875516357624,118.63,118.63,949.38,224.57,16.802,696.12,0.0,149.0,152.96,0.70533,698.3,363.58,489.83
124598.0,19234.0,6100.941886551352,7238.280239159214,264.41,264.41,3182.0,223.97,25.233,696.97,0.0,-81.0,230.2,-1.3424,698.09,433.0,389.73
124614.0,19236.0,8317.140046974922,2273.3896877395587,129.06,129.06,835.81,151.95,14.538,701.66,0.0,11.0,132.54,-0.16717,703.2,442.66,469.11
124643.0,19240.0,13211.4363963051,17810.80859680488,294.59,294.59,2588.9,178.17,31.32,696.73,0.0,45.0,285.5,-0.4065,699.17,358.67,404.39
124644.0,19241.0,11127.435489569601,10222.8133265505,171.33,171.33,2298.7,207.19,14.085,695.0,0.0,263.0,128.01,-0.78547,697.05,490.06,779.19
124649.0,19243.0,11605.433683214538,9984.522789015882,352.59,352.59,6558.2,171.21,21.773,696.77,0.0,145.0,198.3,1.3082,698.91,366.76,490.86
124658.0,19245.0,9700.731886345086,927.6222554458227,117.58,117.58,544.76,150.12,18.016,697.69,0.0,59.0,164.18,0.13067,699.49,347.85,402.44
124671.0,19247.0,11575.430098958484,10073.44172583917,260.6,260.6,2932.2,99.332,25.065,695.76,0.0,287.0,228.09,1.216,697.9,345.26,565.66
124678.0,19248.0,10067.929208820395,14927.84646252176,180.82,180.82,1394.4,261.36,21.623,694.26,0.0,36.0,197.1,0.23052,696.12,411.08,456.41
124687.0,19250.0,4640.927435652905,10588.855938858056,226.09,226.09,1830.7,245.46,27.739,700.58,0.0,182.0,252.63,-0.50501,701.43,352.31,499.96
124689.0,19250.0,3757.827435652905,14641.855938858056,145.06,145.06,2020.8,223.85,10.838,693.43,0.0,72.0,98.703,-0.29301,694.12,291.26,344.68
124698.0,19252.0,11520.425671961373,10007.565419154877,306.25,306.25,4917.0,237.49,19.562,694.46,0.0,548.0,177.49,0.079611,696.59,343.39,682.08
124703.0,19253.0,14082.42479366823,17792.870160788123,204.94,204.94,1732.5,275.98,25.56,696.74,0.0,60.0,232.96,-0.56833,699.34,389.74,451.46
124734.0,19259.0,13423.419573624355,17836.898631366228,194.71,194.71,1261.7,237.51,29.193,694.58,0.0,190.0,265.88,-0.23296,697.07,352.09,505.79
124737.0,19260.0,13381.418711899658,17821.903379924337,209.83,209.83,1383.9,241.16,27.352,694.42,0.0,-163.0,249.65,-0.1549,696.89,543.22,427.92
124740.0,19261.0,11359.417852540499,9181.308129471137,325.25,325.25,5382.9,246.9,20.609,698.74,0.0,-515.0,188.73,-0.56479,700.84,682.03,397.23
124745.0,19262.0,11395.416995546539,9086.012880006483,254.51,254.51,3929.3,213.21,15.955,701.57,0.0,219.0,145.13,0.6797,703.67,485.86,728.6
124748.0,19262.0,9884.516995546539,16400.912880006483,104.86,104.86,456.34,0.24838,22.501,693.9,0.0,-190.0,205.47,1.464,695.73,618.22,468.01
124750.0,19262.0,4730.016995546537,18160.912880006483,171.81,171.81,2022.0,189.55,12.985,701.54,0.0,63.0,118.29,-0.5821,702.41,401.47,467.35
124766.0,19266.0,6469.913591215763,15145.931892030443,798.07,798.07,61419.0,245.02,10.982,699.32,0.0,-379.0,100.74,-0.87897,700.51,632.57,391.69
124767.0,19266.0,2830.8135912157622,18178.931892030447,150.61,150.61,1171.8,199.39,16.364,699.25,0.0,172.0,148.94,-0.11849,699.76,378.8,529.38
124773.0,19268.0,10491.411903232589,7358.541403969952,133.24,133.24,997.7,78.099,16.905,693.94,0.0,-14.0,154.16,2.4209,695.88,422.59,428.59
124774.0,19268.0,11376.411903232589,9063.741403969952,145.4,145.4,1356.0,234.33,14.855,695.04,0.0,44.0,135.38,-0.77243,697.15,422.19,474.77
